,Unnamed: 0,comment,label,label_id,Cleaned
5116,,مرغ مونده بود و بو میداد.,SAD,1.0,مرغ مونده بو میداد
4631,,خیلی بد مزه بوددددددد از ایران ایتالیا بعید بود,SAD,1.0,مزه ایران ایتالیا
5709,,یک پیتزای له شده و ی وری شده مواجه شدم و اثری از مرغ روی پیتزا نبود و اسمش …متاسفم که مشتری همیشگی پلاک بودم اما خیلی بد بود,SAD,1.0,پیتزای له وری مواجه اثری مرغ پیتزا اسمش …متاسفم مشتری همیشگی پلاک
2776,,در حد خوب بود مچکرم از رستوران,HAPPY,0.0,حد مچکرم رستوران
4555,,برگرها خییلی شیرین بود. ما که خوشمون نیومد.,SAD,1.0,برگرها خییلی خوشمون نیومد
6905,,برنج اصلا ایرانی نبود حجم غذا زیاد بود ولی کیفیت مناسب نبود,SAD,1.0,برنج ایرانی حجم غذا کیفیت مناسب
2706,,خیلی خوب بود فقط اگر کباب و برنجش جدا بسته بندی شه که برنجش انقدر چرب و چیل نشه بهتره,HAPPY,0.0,کباب برنجش بسته شه برنجش چرب چیل نشه بهتره
3590,,بد مسیر نیم ساعته رو بعد از دو ساعت تحویل میدن,SAD,1.0,مسیر نیم ساعته ساعت تحویل میدن
3975,,بنده پیتزا تورینو سفارش داده بودم که با فیله گوساله درست میشه طبق چیزی که نوشتن در توضیحات ولی پیتزایی که تحویل داده شده با سوسیس درست شده!!!,SAD,1.0,بنده پیتزا تورینو سفارش فیله گوساله میشه طبق نوشتن توضیحات پیتزایی تحویل سوسیس
3885,,واقعا غیر قابل خوردن بود!,SAD,1.0,خوردن
1888,,خیلی سریع رسوندن و سالم. ممنون,HAPPY,0.0,رسوندن سالم ممنون
4275,,علی رغم اینکه در قسمت توضیحات نوشته بودم که کالاها تازه و به تاریخ روز باشند، اما تاریخ تولید پنیر برای آذرماه و تاریخ تولید ماست برای ۴ دی بود (یعنی دو هفته پیش!). بشدت ناراضی هستم.,SAD,1.0,علی رغم قسمت توضیحات نوشته کالاها تاریخ تاریخ تولید پنیر آذرماه تاریخ تولید 4 دی هفته ناراضی
4652,,غذا کاملا سرد بو,SAD,1.0,غذا سرد بو
5923,,انتظارم سالاد خیلی پر مخلفات‌تری بود ولی فقط کاهو بود و مرغ و سس: -/ کاهو تازه و خوب بود ولی مرغ گریل شده طعم خیلی خوبی نداشت و یکی از تکه هاش کمی سبز بود!,SAD,1.0,انتظارم سالاد پر مخلفات تری کاهو مرغ سس کاهو مرغ گریل طعم خوبی تکه هاش سبز
2794,,کیفیت مناسب غذا برخورد پیک بسیار محترمانه بود,HAPPY,0.0,کیفیت مناسب غذا برخورد پیک محترمانه
72,,فقط شوری زیتون‌ها قبل از ریختن روی پیتزا‌ها گرفته شود چون روی طعم پیتزا‌ها تاثیر می‌گذارد.,HAPPY,0.0,شوری زیتون ریختن پیتزا طعم پیتزا تاثیر گذارد
2067,,باروژ عزیز طعم‌دار کردن غذا با سیر کار سختی نیست، متاسفانه پیتزاها و پاستا صرفا صرفا طعم سیر میداد به طوری که پاستا قابل خوردن نبود برای سالاد سزار و سس خوش طعم آن و ساندویچ استیک خوشمزه و ارسال سریع سپاسگزارم,HAPPY,0.0,باروژ عزیز طعم غذا سیر کار سختی پیتزاها پاستا طعم سیر میداد طوری پاستا خوردن سالاد سزار سس طعم ساندویچ استیک خوشمزه ارسال سپاسگزارم
4849,,آیس پک نسکافه خوب بود. اما فالوده افتضاح بود. همه‌ی شهدش به خاطر بسته بندی نامناسب توی پلاستیک ریخته بود. واقعا بد بود.,SAD,1.0,آیس پک نسکافه فالوده افتضاح شهدش خاطر بسته نامناسب پلاستیک ریخته
2473,,سیب زمینی واقعا بد بوود,HAPPY,0.0,سیب زمینی بوود
2607,,طعم و مزه بال و کتف‌ها معرکه بود,HAPPY,0.0,طعم مزه بال کتف معرکه
3946,,گوشت مزه ى بدى میداد باید ٦کیلو نمک میریختى تا مزه بد و حس نکنى,SAD,1.0,گوشت مزه بدی میداد ٦کیلو نمک میریختی مزه حس
2217,,از کیفیت غذا و ارسال مناسب و به موقع رضایت داشتم.,HAPPY,0.0,کیفیت غذا ارسال مناسب موقع رضایت
2308,,برای شام خوبه اقتصادی و عالی,HAPPY,0.0,شام خوبه اقتصادی عالی
2548,,بسیار سریع به دستم رسید با کیفیت و تمیز و مرتب و البته خوش برخورد در کل عالی,HAPPY,0.0,دستم کیفیت تمیز برخورد عالی
739,,کوچیک بود اما به نسبت قیمت مناسبه,HAPPY,0.0,کوچیک نسبت قیمت مناسبه
2797,,بسیار گرم و تند و خوشمزه …,HAPPY,0.0,گرم تند خوشمزه
3618,,تاخیر بسیار بسیار زیاد!,SAD,1.0,تاخیر
2096,,یه مقدار زیادی چرب بود تخم مرغش هم اگه داخلش می‌ریختن به نظرم خوشمزه‌تر می‌شد,HAPPY,0.0,زیادی چرب تخم مرغش داخلش ریختن نظرم خوشمزه
4498,,آن چیزی که تحویل داده شد با آن چیزی که سفارش داده بودم مغایرت داشت. شیرینی‌ها بهم ریخته بود قنادی هم قبول نکرد که اشتباه کرده,SAD,1.0,تحویل سفارش مغایرت شیرینی بهم ریخته قنادی قبول نکرد اشتباه
5452,,با اینکه از فست فود تا ما فاصله‌ای نیست اما یک ساعت و ربع تا تحویل زمان برد. غذا سرد شده و واقعا افتضاح,SAD,1.0,فست فود فاصله ساعت ربع تحویل برد غذا سرد افتضاح
74,,هر دو سفارش خوب بود,HAPPY,0.0,سفارش
3999,,داخل تیرامیسو کاملا یخ زده بود و کلا هم اصلا شباهتی به تیرامیسو نداشت، نون خامه‌ای هم خامش خیلی کم بود و اصلا خوب نبود,SAD,1.0,تیرامیسو یخ زده شباهتی تیرامیسو نون خامه خامش
2844,,میوه جات بسیار گران بودند,HAPPY,0.0,میوه جات گران
5516,,کیفیت غذا بسیار معمولی بود و اصلا از سفارشم راضی نیستم,SAD,1.0,کیفیت غذا سفارشم راضی
4197,,دوست عزیز وقتی مینویسی ۱٫۵ لیتر ۱٫۵ لیتر باید باشه نه ۹۰۰ سی سی,SAD,1.0,دوست عزیز مینویسی 1٫5 لیتر 1٫5 لیتر باشه 900 سی سی
3922,,بستنی‌ها کلن آب بودن خوب اینجوریه بستنیات نفرست بردار من,SAD,1.0,بستنی کلن آب اینجوریه بستنیات نفرست بردار
5850,,غذا خورده نشد و دور ریخته شد.,SAD,1.0,غذا خورده نشد دور ریخته
6564,,روز به روز کیفیت و حجم غذا بد‌تر و کمتر از دیروز,SAD,1.0,کیفیت حجم غذا
2857,,بسیار خوش مزه بود ممنون.,HAPPY,0.0,مزه ممنون
1621,,خوشمزه و مغز پخت بود.,HAPPY,0.0,خوشمزه مغز پخت
4539,,شیرینی که سفارش دادم نون خامه‌ای نداشت و خیلی کیفیتش پایین و تازه نبود اصلا راضی نبودیم,SAD,1.0,شیرینی سفارش نون خامه کیفیتش پایین راضی نبودیم
6492,,سلام. دوغ سنتی زیارت سفارش داده شد، اما متاسفانه دوغ کفیر پگاه ارسال گردید!,SAD,1.0,سلام دوغ سنتی زیارت سفارش دوغ کفیر پگاه ارسال گردید
127,,غذا گرم رسید، سس کچاپ پرپروک عالیه.,HAPPY,0.0,غذا گرم سس کچاپ پرپروک عالیه
4874,,غذا اصلا طعم خوبی نداشته و گوشت تازه بنظر نمی‌آمد,SAD,1.0,غذا طعم خوبی گوشت بنظر
4489,,مثل سری قبل سرد به دستم رسید، در صورتیکه وقتی از بلوار فردوس سفارش میدم همیشه گرم به دستم میرسه,SAD,1.0,سرد دستم صورتیکه بلوار فردوس سفارش میدم گرم دستم میرسه
6530,,یک ساندویچ سفارش دادم از باماهاس که وقتی اون رو تحویل گرفتم از حجم کمش تعجب کردم! یعنی به اندازه ده سانت هم نبود! یک نون ساندویچی رو نصف کرده بودند و داخل اون هم به جای ژامبون پر از چیپس کرده بودند! جالب اینجاست که قیمت این ساندویچ ۳۲ هزار تومان بود. هرچند کیفیت هم خوب باشه اما یک ساندویچ با این ابعاد واقعا جای تاسف و خجالت داره,SAD,1.0,ساندویچ سفارش باماهاس تحویل حجم کمش تعجب اندازه سانت نون ساندویچی نصف ژامبون پر چیپس جالب قیمت ساندویچ 32 تومان کیفیت باشه ساندویچ ابعاد تاسف خجالت
2731,,چیز کیک بسیار خوب بود اما دو مدل گذاشته بودند که بهتر بود حق انتخاب داشتم. رولت‌ها کاملا تازه بود. اما فقط رولت خامه‌ای گذاشته بودن دوست داشتم مدل کاکایویی و مزه‌های دیگه هم داشت. در کل خیلی خوب بود,HAPPY,0.0,کیک مدل انتخاب رولت رولت خامه دوست مدل کاکایویی مزه
1339,,Kheili ba harekatesh hal kardam yelitri bud to yek onim rikht e bud goft male to,HAPPY,0.0,None
2765,,کیفیت بستنی سنتی شون خوبه و من هرچند روز یکبار سفارش میدم که اینبار لطف کردند یک بطری آب طالبی از طرف خودشون اشانتیون فرستادند. تشکر,HAPPY,0.0,کیفیت بستنی سنتی خوبه یکبار سفارش میدم اینبار لطف بطری آب طالبی خودشون اشانتیون فرستادند تشکر
1155,,سلام غذا خوب بود داغ بود ولی زرشک خیلی بیش از حد داشت نیاز نبود که داخلش هم زرشک بریزیدو مرغش هم خیلی کم بود …,HAPPY,0.0,سلام غذا داغ زرشک حد نیاز داخلش زرشک بریزیدو مرغش
6044,,لطفا آب کمتری اضافه کنید تا حداقل یه خورده مزه آبمیوه مشخص بشه شما واقعا می‌دونید چی می‌فروشین واقعا متاسفم,SAD,1.0,آب اضافه خورده مزه آبمیوه مشخص بشه دونید فروشین متاسفم
3446,,عالی بود فقط واقعا قیمتش بالاس,HAPPY,0.0,عالی قیمتش بالاس
6047,,با وجود مسافت خیلی کم غذا سرد بود,SAD,1.0,مسافت غذا سرد
4736,,سلام چند وقتی هست مشتری شما هستیم و کیفیت غذا‌ها خوبه فقط بعضا جوجه کبابها زیادی سوخته میشود بخصوص امروز که بعد از گشودن درب ظروف مشخص گردید,SAD,1.0,سلام مشتری کیفیت غذا خوبه جوجه کبابها زیادی سوخته میشود گشودن درب ظروف مشخص گردید
216,,قیمتش زیاد بود کیفیتش خوب بود,HAPPY,0.0,قیمتش کیفیتش
1604,,پنج ستاره برای ماری و پنج ستاره برای پیک خوش برخورد,HAPPY,0.0,ستاره ماری ستاره پیک برخورد
5264,,نمیدونم واقعا چجوری قانون ک بار اول خیلی خوب باشه دفعه بعد ک سفارش دادیم بدترین باشه خیلی بد بود سفت سفت بود بی مزه,SAD,1.0,نمیدونم چجوری قانون باشه سفارش بدترین باشه سفت سفت مزه
1689,,در سفارش ۱۱ کالا، ۲ کالا با برند متفاوت و کیفیت پایین‌تر ارسال شد,HAPPY,0.0,سفارش 11 کالا 2 کالا برند متفاوت کیفیت پایین ارسال
2967,,سالاد الویه اشتباه آورد,HAPPY,0.0,سالاد الویه اشتباه
1618,,خوب بود ولی قارچ و پنیرش خیلی کم بود,HAPPY,0.0,قارچ پنیرش
466,,هات داگ مکزیکن روش طبخ اش اینه که سوخته بشه!؟!؟!!؟؟,HAPPY,0.0,هات داگ مکزیکن طبخ اینه سوخته بشه
952,,متاسفانه تمامی آب مرغ بیرون ریخته بود.,HAPPY,0.0,آب مرغ ریخته
4839,,نسبت به قیمت و چیزی که فکر می‌کردم زمین تا آسمان فرق داشت چندتا ژامبون ریخته بودن روی نان پیتزا، و همچنین سوخته بود و دیزاین بسیار ضعیف غذا,SAD,1.0,نسبت قیمت زمین آسمان فرق چندتا ژامبون ریخته نان پیتزا سوخته دیزاین ضعیف غذا
6772,,قارچ سوخاری بسیار بی کیفیت بود سرد شده بود و اصلا ترد و سوخاری نبود,SAD,1.0,قارچ سوخاری کیفیت سرد ترد سوخاری
1986,,غذا کاملا سرد به دستم رسید و تقریبا هیچ مزه‌ای نداشت,HAPPY,0.0,غذا سرد دستم مزه
6288,,من ۳ عدد نان سنگگ ویژه سفارش دادم متاسفانه ۳ نان ۳ هزار تومانی پرخاشخاش ارسال شد,SAD,1.0,3 عدد نان سنگگ سفارش 3 نان 3 تومانی پرخاشخاش ارسال
409,,غذاش معمولی بود ولی ۲۱۰۰۰ تومان ارزش نداره,HAPPY,0.0,غذاش 210 تومان ارزش نداره
4341,,غذا اصلا اسپایسی نبود سه تکه ران کوچک'یک تکه بالا ران و یک تیکه سینه، سیب زمینی خیلی کم و کاملا خشک اینجانب مشتری همیشه پرپروک میباشم و تا به حال سوخاری پنج تیکه به این حجم کم دریافت نکردم و کیفیت نیز مثل همیشه نبود!!!!!!,SAD,1.0,غذا اسپایسی سه تکه ران کوچک تکه ران تیکه سینه سیب زمینی خشک اینجانب مشتری پرپروک میباشم سوخاری تیکه حجم دریافت نکردم کیفیت
6727,,بسیار بسیار دیر اومد بعد اعلام تاخیری. پیتزا سرده سرد بود. کیفیت پیتزا خیلی پایین بود. سالاد خوب بود. دیگه هیچ وقت از پیتزا دارت سفارش نمیدم. هیچوقت,SAD,1.0,اومد تاخیری پیتزا سرده سرد کیفیت پیتزا پایین سالاد وقت پیتزا دارت سفارش نمیدم
2877,,راضی بودم اما چیز برگر فرانسوی باید روی نونشم پنیر باشه ک نبود,HAPPY,0.0,راضی برگر فرانسوی نونشم پنیر باشه
3707,,برگرش بی مزه بود و بیشتر از یک ساعت طول کشید که برسه و خیلی سرد و بی طعم بود,SAD,1.0,برگرش مزه ساعت طول کشید برسه سرد طعم
3377,,همه چیز عالی بود اما ساندویچ وجی بی نهایت چرب بود,HAPPY,0.0,عالی ساندویچ وجی نهایت چرب
4591,,ماست موسیر ترکیده بود و تمامی محصولات خریداری شده آغشته به ماست شده بود که مجبور شدم تخم مرغ‌ها و شیر و خامه و … بشورم. خامه‌ی دامداران سفارش دادم ولی بدون هماهنگی خامه پاک تحویل دادن.,SAD,1.0,موسیر ترکیده محصولات خریداری آغشته مجبور تخم مرغ شیر خامه بشورم خامه دامداران سفارش هماهنگی خامه پاک تحویل
5230,,کیفیت پایین، غذا سرد، نزدیک ۱ ساعت طول کشید! مرغ سه تیکشم دو تیکش سینه بود، بسیار خشک بود! برگرش مهمولی بود. در کل راضی نبودم!,SAD,1.0,کیفیت پایین غذا سرد 1 ساعت طول کشید مرغ سه تیکشم تیکش سینه خشک برگرش مهمولی راضی نبودم
4784,,خیلی معمولی رو به پایین,SAD,1.0,پایین
4351,,کلاب ۹۰٪ گوشت سفارش داده بودم. جفتشو ۷۰٪ فرستادین. خیلی هم دیر فرستادین,SAD,1.0,کلاب 90٪ گوشت سفارش جفتشو 70٪ فرستادین فرستادین
663,,خیلی عالی فقط ساندویچ یه کم چربتر از حالت ایده آل بود,HAPPY,0.0,عالی ساندویچ چربتر حالت ایده آل
4018,,غذا خیلی خیلی دیر به دستم رسید، کیفیت هم واقعا متوسط، هیچ چیز تعریفی وجود نداشت.,SAD,1.0,غذا دستم کیفیت متوسط تعریفی
5041,,از تیم رستوران انتظار داریم که در حالی که قیمت رو حفظ کردند بتونند بودی بد مرغ رو هم یه کاریش بکنن. چرا اینجوریه بوی مرغ تو زرشک پلو؟؟؟,SAD,1.0,تیم رستوران انتظار حالی قیمت حفظ بتونند مرغ کاریش بکنن اینجوریه بوی مرغ زرشک پلو
1153,,مرسی که شیر به تاریخ روز آوردین,HAPPY,0.0,شیر تاریخ آوردین
847,,برخی قسمتها سوخته و یا زیادی خشک شده بود,HAPPY,0.0,قسمتها سوخته زیادی خشک
3520,,ممنون به موقع رسید.,SAD,1.0,ممنون موقع
3243,,مثل همیشه عالی …لطفا کمی تنوع بدید تو غذاها. به نظرم سوخاری‌ها کمی ضعیف‌تر شده از نظر کیفیتی اما هنوزم بهترینید. مشتری دائمتون حضرتی,HAPPY,0.0,عالی …لطفا تنوع بدید غذاها نظرم سوخاری ضعیف نظر کیفیتی هنوزم بهترینید مشتری دایمتون حضرتی
3725,,کیفیت غذا بسیار پایین بود و پلاستیک جدا کننده برای مانع شدن از چسبیدن غذا به مقوا قرار داده نشده بود در کل بسیار نا مطلوب بود,SAD,1.0,کیفیت غذا پایین پلاستیک مانع چسبیدن غذا مقوا قرار نا مطلوب
4158,,کیفیت گوشت و پنیر به کار رفته در پیتزا بد بود,SAD,1.0,کیفیت گوشت پنیر کار پیتزا
6583,,کیفیت غذا و خدمات ارسال، بسیار خوب و راضی کننده بود ولی یک پرس سیب زمینی، که بعنوان کوپن رایگان روی سفارش ثبت شده بود، همراه غذا نبود.,SAD,1.0,کیفیت غذا ارسال راضی پرس سیب زمینی بعنوان کوپن رایگان سفارش ثبت همراه غذا
5931,,رستوران‌های ایرانی انگار عادت دارند هربار سفارش میدی غذا یه کیفیتی داشته باشه انگار هر بار یه سرآشپز جدید میارن! فکر میکردم باروژ فرق داشته باشه چون بیشتر اوقات از کیفیتش راضی بودم واسه همین با خیال راحت دوتا چیکن استریپس رو یجا سفارش دادم ولی از شانس بدم اصلا مثل همیشه نبود و فیله‌ها نرمی و طعم منحصر باروژ رو نداشت و کاملا پشیمون شدم کاش حداقل یکی سفارش میدادم! یه مدت بود معتاد چیکن استریپس هاتون شده بودم ولی دیگه تا یه مدت ازش کاملا زده شدم! خیلی ممنون که با کیفیت‌های متناقض تون در ترک عادت‌های غلط جامعه همکاری میکنید!!!,SAD,1.0,رستوران ایرانی عادت هربار سفارش میدی غذا کیفیتی باشه سرآشپز میارن میکردم باروژ فرق باشه اوقات کیفیتش راضی واسه خیال دوتا چیکن استریپس یجا سفارش شانس بدم فیله نرمی طعم منحصر باروژ پشیمون سفارش میدادم معتاد چیکن استریپس هاتون زده ممنون کیفیت متناقض تون ترک عادت غلط جامعه همکاری
2102,,به جاى جو پوست کنده جو پرک فرستاده شد.,HAPPY,0.0,جو پوست کنده جو پرک فرستاده
4872,,کیفیت گوشت بسیار پایین بود و در کل دیگه ساندویچ کباب ترکی سفارش نمیدم.,SAD,1.0,کیفیت گوشت پایین ساندویچ کباب ترکی سفارش نمیدم
2394,,خیلی عالی بود هرچند دیر رسید.,HAPPY,0.0,عالی
6824,,امروز ٢ بار سفارش دادیم ه بار چیزهایی اضافی و کسری چیزی که خواستیم در صورتی که چکم کردم برای سفارش دوم,SAD,1.0,٢ سفارش چیزهایی اضافی کسری صورتی چکم سفارش
0,,مرغ سوخاری‌های باگت بسیار عالی هم داغ وهم با کیفیت بود,HAPPY,0.0,مرغ سوخاری باگت عالی داغ وهم کیفیت
5800,,بار دوم هست از اینجا غذا میگیرم. هر سری غذا سرد بود. انگاری تازه از یخچال در اومده. با این که این رستوران به ما نزدیکه. من از طعم اش دوغ خوشم نیومد. حلیمش بد نبود و گرم بود طعمش معمولی بود. قبلا کوفته و کشک بادمجان کرفتم. که خوب بود و من کوفتشو دوست داشتم.,SAD,1.0,غذا میگیرم غذا سرد انگاری یخچال اومده رستوران نزدیکه طعم دوغ خوشم نیومد حلیمش گرم طعمش کوفته کشک بادمجان کرفتم کوفتشو دوست
6495,,به نظر من کیفیت خیلی افت کرده مزه کبابها هم مثل قبل نیست اوایل واقعا عالی یود,SAD,1.0,نظر کیفیت افت مزه کبابها اوایل عالی یود
282,,خوشمزه و داغ بود. فقط کارد و چنگال نداشت.,HAPPY,0.0,خوشمزه داغ کارد چنگال
1912,,نسبت به قیمتش خوب بود. سریع اوردن گرم بود. ممنون,HAPPY,0.0,نسبت قیمتش اوردن گرم ممنون
6771,,اصلا به کیفیت قبل نبود استفاده از نون آماده دورش سوخته بود حتی ژانبونش هم پپرونی تیود نصبت به قبلا از نظر کیفیت خیلی افت داشت حتی نصبت به ماه گذسته که سفارش داده بودم,SAD,1.0,کیفیت نون آماده دورش سوخته ژانبونش پپرونی تیود نصبت نظر کیفیت افت نصبت ماه گذسته سفارش
3011,,خیلی نان با کیفیتی بود,HAPPY,0.0,نان کیفیتی
4913,,کیفیت غذا با همیشه فرق داشت,SAD,1.0,کیفیت غذا فرق
456,,یه مقدار نسبت به قبل دیر رسید و داغ نبود نمیدونم علت چی بود چون معمولا زود میرسید و داغ ولی کیفیت پیتزاها عالی بود خیلی خوشمزه بود به نظرم بهتر شده بود طعم پنیر پیتزا پیتزا استیک هم خیلی خیلی خوب بود امتحان کنید پشیمون نمیشید,HAPPY,0.0,نسبت داغ نمیدونم علت میرسید داغ کیفیت پیتزاها عالی خوشمزه نظرم طعم پنیر پیتزا پیتزا استیک امتحان پشیمون نمیشید
480,,غذا خیلی تازه و داغ به دستم رسید، بسته بندی و برخورد پیک هم خوب بود در کل عااالی,HAPPY,0.0,غذا داغ دستم بسته برخورد پیک عالی
5549,,به نظرم با این همه تعریف مغایرت داشت. خمیرش کاملا ناپز بود.,SAD,1.0,نظرم تعریف مغایرت خمیرش ناپز
3042,,خیلی سریع و دقیقا همون مواردی که خرید کردم رو تحویل گرفتم,HAPPY,0.0,همون مواردی خرید تحویل
732,,لذت بردم، امیدوارم کیفیت در آینده تغییر نکنه …,HAPPY,0.0,لذت بردم کیفیت آینده تغییر نکنه
1523,,برخورد پیک‌ها بسیار خوب و مودبانه,HAPPY,0.0,برخورد پیک مودبانه
6051,,غذا خوب بود ولی فوق العاده سرد بود، هر وقت از سیب غذا گرفتم با اینکه مسافت کمه ولی همیشه غذای سرد تحویل گرفتم.,SAD,1.0,غذا العاده سرد وقت سیب غذا مسافت کمه غذای سرد تحویل
5938,,قاشق و چنگال و دستمال و … همراه غذا نبود ولی غذا خوش طعم بود,SAD,1.0,قاشق چنگال دستمال همراه غذا غذا طعم
4039,,کیفیت خود را بالاتر ببرید,SAD,1.0,کیفیت بالاتر ببرید
1219,,لذیذ و با کیفیت,HAPPY,0.0,لذیذ کیفیت
5233,,افتضاح‌ترین ماکارونی عمرم بود، یه قاشق خورده بودم‌فقط و ریختم دور جوجه شم خیلی معمولی بود تنها حسنش بسته بندی باسلیقه ش بود,SAD,1.0,افتضاح ماکارونی عمرم قاشق خورده ریختم دور جوجه شم حسنش بسته باسلیقه
1471,,واقعا معرکه بود مخصوصا قارچ‌های برگر خیلی خوب بود که اونقدر پخته نشده بود که سیاه بشه و رنگ خودشو ازدست بده و طعم عالی ای داشت لایق شماست,HAPPY,0.0,معرکه مخصوصا قارچ برگر اونقدر پخته سیاه بشه رنگ خودشو ازدست بده طعم عالی لایق
6713,,یک بیسکوییت را ارسال نکردند,SAD,1.0,بیسکوییت ارسال نکردند
6589,,کیفیت بالای نداشت و پیتزای دونفر بیشتره شبیه ۱نفره بود. برخورد پیک خوب بود. تایم تحویل خوب بود. ممنون.,SAD,1.0,کیفیت پیتزای دونفر بیشتره شبیه 1نفره برخورد پیک تایم تحویل ممنون
5563,,با پادرازی هایی که قبلا خورده بودم تفاوت داشت و طعمش بد بود و سفت بود و من اصلا نپ-ن-یدم و طعم زنجبیل زیاد میداد لطفا عکس محصولات را بذارید تا در انتخاب بهتر کمک کند و اینکه بنویسید چه موادی داخلش به کار برده شده.,SAD,1.0,پادرازی خورده تفاوت طعمش سفت نپ-ن-یدم طعم زنجبیل میداد عکس محصولات بذارید انتخاب کمک بنویسید موادی داخلش کار برده
1465,,درست ارسال شد فقط ماستو ترکونه بود,HAPPY,0.0,ارسال ماستو ترکونه
650,,عالی بود کیفیت خوب خیلی سریع هم پیک رسید,HAPPY,0.0,عالی کیفیت پیک
5842,,کیک تلخی که فرستاده بودن اصلا این عکس نبود چیز کیکشون هم طعم شیرینی گل محمدی داشت,SAD,1.0,کیک تلخی فرستاده عکس کیکشون طعم شیرینی گل محمدی
1535,,"خوب و تازه بود ممنونم, اسنپ فود هم سریع آوردن",HAPPY,0.0,ممنونم اسنپ فود
4233,,گوشت غذا خیییلی بو میداد، معلوم نبود از چه گوشتی استفاده کرده بودن، کیفیت غذا افتضاح بود، مهمونمون اولین بارش بود که از اینجا غذا میخورد، آبرومون جلوی مهمونمون رفت واقعا متاسفم.,SAD,1.0,گوشت غذا بو میداد معلوم گوشتی کیفیت غذا افتضاح مهمونمون بارش غذا میخورد آبرومون مهمونمون متاسفم
4303,,وقتی کوردن بلو ندارین چرا توی منو میذارید، بعدشم که میگم شنسل بیارین جاش مابقی پولش رو بدم یچیز دیگه و ارزونتری میفرستن، الان ۲ ۳ هزار تومن تو این سفارشم فنا شد,SAD,1.0,کوردن بلو ندارین منو میذارید بعدشم میگم شنسل بیارین جاش مابقی پولش بدم یچیز ارزونتری میفرستن 2 3 تومن سفارشم فنا
5205,,طعم خاصی نداشت و اصلا خوشمزه نبود ساندویچ‌های سرد خیلی بهترن,SAD,1.0,طعم خاصی خوشمزه ساندویچ سرد بهترن
898,,زمان رسیدن سفارش خوب بودءگوجه‌های خوراک کوبیده اصلا خوب پخته نشده بود، کیفیت خوراک کوبیده می‌تونه بهتره باشه,HAPPY,0.0,رسیدن سفارش بودءگوجه خوراک کوبیده پخته کیفیت خوراک کوبیده تونه بهتره باشه
4526,,بستنی‌ها که پس از ارسال اشتباه در بار اول، در بار دوم بستنی متاسفانه کاملا اب شده بود و عملا غیر قابل استفاده بود و موجبات نارضایتی بنده از خدمات اسنپ فود می‌باشد,SAD,1.0,بستنی ارسال اشتباه بستنی اب موجبات نارضایتی بنده اسنپ فود
211,,ممنون از اینکه این سرى زودتر غذا رسید دوغ محلى خوشمزه بود و مخصوصا فلفل کبابى با اون طعم تند خیلى چسبید ولى از چلو قیمه بیشتر انتظار داشتم,HAPPY,0.0,ممنون غذا دوغ محلی خوشمزه مخصوصا فلفل کبابی طعم تند چسبید چلو قیمه انتظار
1795,,مثل سری قبلی عاااالی بود,HAPPY,0.0,قبلی عالی
4644,,سوخاری‌ها همه سوخته بودن قطعا دیگه از این رستوران خرید نمیکنم.,SAD,1.0,سوخاری سوخته رستوران خرید نمیکنم
6168,,اخه اون همه سیب زمینی مونده و بد مزه برای صبحانه چه معنی میده من نمیفهمم اگه ظرفها کوچیک‌تر بود و مواد اصلی منو رو استفاده میکردید خیلی بهتر بود تا با سیب زمینی ۵۰٪ ظرفها رو پر کنید,SAD,1.0,اخه سیب زمینی مونده مزه صبحانه معنی میده نمیفهمم ظرفها کوچیک مواد اصلی منو میکردید سیب زمینی 50٪ ظرفها پر
3789,,فیله مرغ را توی جعبه پیتزا ریختن اوردن بسیار بی خیال,SAD,1.0,فیله مرغ جعبه پیتزا ریختن اوردن خیال
2229,,واقعا عالی و تازه، واسه اونایی که عاشق شکلات و براونی با خامه‌ی کمتر هستن، عالیه,HAPPY,0.0,عالی واسه اونایی عاشق شکلات براونی خامه هستن عالیه
556,,بینظیر‌ترین نانوایی در محدوده ولنجک زعفرانیه ارد خوب و از همه مهمتر توجه به توضیحات واقعا دستمریزاد و‌ممنون از اسنپ فود,HAPPY,0.0,بینظیر نانوایی محدوده ولنجک زعفرانیه ارد مهمتر توجه توضیحات دستمریزاد ممنون اسنپ فود
4266,,حجمش خیلی خیلی کم بود اصلا افتضاح بود حیف اون هزینه‌ای که کردم واقعا متاسفم,SAD,1.0,حجمش افتضاح حیف هزینه متاسفم
4223,,اصلا خوب نبود واااقعا در حد پیتزای ۵هزار تومانی بود! همش کالباس بود و پنیر، فقط دو سه تیکه باررریک قارچ داشت اونم سوخته شده بود. لبه‌های پیتزا هم سوخته بود. خلاصه اینکه دل درد گرفتیم. مهمان هم داشتیم حسابی ابرومون رفت,SAD,1.0,حد پیتزای 5هزار تومانی همش کالباس پنیر سه تیکه باریک قارچ اونم سوخته لبه پیتزا سوخته دل درد مهمان حسابی ابرومون
3706,,کیک‌ها خیلی خشک بود و اصلا تازه نبود,SAD,1.0,کیک خشک
1761,,خوب بود ممنون از شما.,HAPPY,0.0,ممنون
3938,,با توجه به هزینه‌ی بالای بسته بندی و ارسال، انتظار میره حداقل در نوع سفارش دقت کنید واشنباه نفرستید نان بربری ساده بجای کنجدی ارسال شده.,SAD,1.0,توجه هزینه بسته ارسال انتظار میره سفارش دقت واشنباه نفرستید نان بربری ساده بجای کنجدی ارسال
